x_x,x_y,x_z,v_x,v_y,v_z,q0,q1,q2,q3,w_x,w_y,w_z,W1,W2,W3,W4,B_x,B_y,B_z,S_x,S_y,S_z,P,I
5.691380291732071899e+06,-3.708913396907138638e+06,2.718431042404356413e+05,2.400909180458315404e+03,4.122058480082501774e+03,5.986172897025141538e+03,-9.691159203306445313e-01,-6.118449657307985234e-02,1.977368792922908902e-01,1.340556485513852425e-01,7.395748864656274957e-02,1.222492715120133550e-01,-4.429678463641943675e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.577877696146118423e-06,3.189019535284075486e-06,2.483672897508124096e-05,-8.682192833265612864e-01,1.185663793136349231e-01,4.818062782450719395e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.692579842411415651e+06,-3.706851778764331713e+06,2.748361472313820850e+05,2.397293410130424036e+03,4.124413872736427948e+03,5.985998748982241523e+03,-9.719533828117614682e-01,-8.500411173627635264e-02,1.695312856451422212e-01,1.390685651619568419e-01,7.116624757871932438e-02,1.240457679843258165e-01,-4.305313005725838055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.770439040992110215e-08,4.110907548365954400e-06,2.475467930940110963e-05,-8.986528670081037617e-01,1.156952426850518245e-01,4.231283911984192181e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.693777585015512072e+06,-3.704788983252872247e+06,2.778291026716444758e+05,2.393676879665123579e+03,4.126767954569691938e+03,5.985822694299181421e+03,-9.736141850446732304e-01,-1.080372981788872699e-01,1.405955724559292963e-01,1.436532139835119126e-01,6.841036066771576107e-02,1.257481924184865596e-01,-4.170478775622753903e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.722432921233281033e-06,4.957242234718405325e-06,2.454243127630275606e-05,-9.255796363881552136e-01,1.100730939653307566e-01,3.621964255600404470e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.694973519164583646e+06,-3.702725011028357316e+06,2.808219696079177083e+05,2.390059590214310447e+03,4.129120724835534929e+03,5.985644733035356694e+03,-9.741046144678895402e-01,-1.302652076321971497e-01,1.110013510087788924e-01,1.477493682799719821e-01,6.569736597389382038e-02,1.273565248421640872e-01,-4.025567677772701192e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.403547218531577629e-06,5.726302388580115400e-06,2.420067639175089622e-05,-9.486922975709193295e-01,1.019623754428441581e-01,2.993102045097409958e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.696167644479420967e+06,-3.700659862746756990e+06,2.838147470869263634e+05,2.386441542930053856e+03,4.131472182787477323e+03,5.985464865250587536e+03,-9.734324868959793875e-01,-1.516744015185498562e-01,8.082282282191517730e-02,1.513001675167480464e-01,6.303453358701914533e-02,1.288711596184063946e-01,-3.870983118238362913e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.088093024146031590e-06,6.417566118688592357e-06,2.373077217813586700e-05,-9.677187787236037897e-01,9.164134493251210878e-02,2.347812369092920071e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.697359960581397638e+06,-3.698593539064414334e+06,2.868074341554248240e+05,2.382822738964584460e+03,4.133822327679311456e+03,5.985283091005098868e+03,-9.716069921055885406e-01,-1.722567100371832083e-01,5.013637073903705332e-02,1.542524653540895130e-01,6.042883657500870004e-02,1.302928666210755315e-01,-3.707136541597749052e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.763066247061670511e-06,7.031653925368476690e-06,2.313475061320522706e-05,-9.824245562117193131e-01,7.939862183164476950e-02,1.689314955934559659e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.698550467092462815e+06,-3.696526040638045408e+06,2.898000298601980321e+05,2.379203179470297073e+03,4.136171158765082509e+03,5.985099410359510330e+03,-9.686385390529376194e-01,-1.920090519785483951e-01,1.902015578408935981e-02,1.565571406663987808e-01,5.788692732286492698e-02,1.316227500405479645e-01,-3.534444169161324312e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.415550636724052682e-06,7.570253548051173305e-06,2.241532336916350266e-05,-9.926143881661867452e-01,6.552775609979606675e-02,1.020920642655079036e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.699739163635138422e+06,-3.694457368124740664e+06,2.927925332480610814e+05,2.375582865599742490e+03,4.138518675299086681e+03,5.984913823374822641e+03,-9.645386032584651881e-01,-2.109332193130049327e-01,-1.244627655330274307e-02,1.581693712904606308e-01,5.541511916240594859e-02,1.328622055737539998e-01,-3.353323983042479084e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.003284755718961800e-05,8.036028721185302129e-06,2.157588332180119780e-05,-9.981334730456868920e-01,5.032192086776979267e-02,3.460165120240962094e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.700926049832525663e+06,-3.692387522181963548e+06,2.957849433658584603e+05,2.371961798501453359e+03,4.140864876526831722e+03,5.984726330100549603e+03,-9.593195786980273088e-01,-2.290356307597336272e-01,-4.418237749062560449e-02,1.590488707548926017e-01,5.301937307652736936e-02,1.340128766857364984e-01,-3.164192978130842687e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.160259639809785724e-05,8.432514187332243647e-06,2.062050184555692077e-05,-9.988680620961513101e-01,3.406882149032765955e-02,-3.319502864194676106e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.702111125308293849e+06,-3.690316503467559814e+06,2.987772592604521196e+05,2.368339979318122005e+03,4.143209761681008786e+03,5.984536930569447577e+03,-9.529946363409808052e-01,-2.463270585921638889e-01,-7.610696097922439729e-02,1.591600885937211607e-01,5.070528914456750441e-02,1.350766104418254787e-01,-2.967464629126229103e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.311288451959779659e-05,8.763999459675558026e-06,1.955392146254810424e-05,-9.947455639153577334e-01,1.704590448388170615e-02,-1.009489980685456118e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.703294389686689712e+06,-3.688244312639751937e+06,3.017694799787289812e+05,2.364717409203103671e+03,4.145553330017250119e+03,5.984345624844488157e+03,-9.455775911917153609e-01,-2.628223329335771519e-01,-1.081385526307142714e-01,1.584723754550287633e-01,4.847810256785058114e-02,1.360554141449545895e-01,-2.763546878551026778e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.455234599017113004e-05,9.035403897222405418e-06,1.838154347655692231e-05,-9.857341865280890847e-01,-4.840606556361647409e-04,-1.683088803215334606e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.704475842592535540e+06,-3.686170950357135851e+06,3.047616045676085050e+05,2.361094089310515756e+03,4.147895580792764122e+03,5.984152412990759331e+03,-9.370827793550002838e-01,-2.785400276510944795e-01,-1.401957202822088633e-01,1.569601148285385828e-01,4.634268362707662930e-02,1.369514128789653118e-01,-2.552840467357152601e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.591024872112260777e-05,9.252145656851074485e-06,1.710941029428365048e-05,-9.718421673694015439e-01,-1.827696600800593832e-02,-2.349228686958474144e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.705655483651230112e+06,-3.684096417278676759e+06,3.077536320740425144e+05,2.357470020794707580e+03,4.150236513265178473e+03,5.983957295073955720e+03,-9.275249464906671903e-01,-2.935021317029442578e-01,-1.721973852033973629e-01,1.546028229122147213e-01,4.430354108185170087e-02,1.377668082794923088e-01,-2.335737542384809171e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.717656989385308580e-05,9.420007054656703781e-06,1.574418222207126772e-05,-9.531166444857577247e-01,-3.611086504490611943e-02,-3.004407885589412408e-01,0.000000000000000000e+00,0.000000000000000000e+00
