x_x,x_y,x_z,v_x,v_y,v_z,q0,q1,q2,q3,w_x,w_y,w_z,W1,W2,W3,W4,B_x,B_y,B_z,S_x,S_y,S_z,P,I
5.635535423263970762e+06,-3.800457079330270179e+06,1.370810177258220501e+05,2.562813476098954197e+03,4.014721310098745107e+03,5.992035353420514184e+03,1.031153041850688262e-01,8.523940562498655282e-01,4.460967367611088363e-01,2.525654536230396707e-01,1.432515943952489545e-01,2.048645779837243372e-02,1.130385072658782360e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.295380575272759533e-06,4.722667194003805628e-06,-2.391410052577088593e-05,-1.279082061215786603e-01,-7.950964492839626141e-01,-5.928415700191702609e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.636815934941795655e+06,-3.798449115222277585e+06,1.400770134073585505e+05,2.559233099818928167e+03,4.017134909145705478e+03,5.991947054623145959e+03,6.955390475133110817e-02,8.553213061101961889e-01,4.532661064325308464e-01,2.411173042468842675e-01,1.434242589775015231e-01,2.121810905364068453e-02,8.619423612823265413e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.563008299474716723e-06,2.945079235596603563e-06,-2.414039233362905428e-05,-1.260834627845272005e-01,-8.349234822185112037e-01,-5.357291659527025907e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.638094656228510663e+06,-3.796439944633911364e+06,1.430729644623452041e+05,2.555651911849053704e+03,4.019547231468910468e+03,5.991856847225979436e+03,3.594098886526169573e-02,8.567721791209059745e-01,4.604328851666847355e-01,2.294585728642190570e-01,1.435411281845809517e-01,2.207910383902986565e-02,5.947930484842124492e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.830227283348394465e-06,1.160137181936369303e-06,-2.423205351399421495e-05,-1.237138470571053084e-01,-8.707713970210538834e-01,-4.758697911995819485e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.639371586718554609e+06,-3.794429568203723989e+06,1.460688699364896165e+05,2.552069913329513838e+03,4.021958276301812930e+03,5.991764731259435393e+03,2.308015180795109852e-03,8.567331359511733968e-01,4.675753775850189364e-01,2.176609131319182655e-01,1.436003512296303852e-01,2.306817344183760207e-02,3.292415761359258116e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.101991006711114618e-06,-6.209741765052847882e-07,-2.418804072573957638e-05,-1.207420458212028480e-01,-9.024278084602546102e-01,-4.135763640351473036e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.640646726006937213e+06,-3.792417986570652109e+06,1.490647288755148475e+05,2.548487105400681685e+03,4.024368042878145843e+03,5.991670706754370258e+03,-3.131339389763278247e-02,8.551945633413865488e-01,4.746681373203053278e-01,2.057957473001295612e-01,1.435998609833217254e-01,2.418381913696988558e-02,6.559966349455280659e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.383022521375293595e-06,-2.386992619309498837e-06,-2.400817316448741962e-05,-1.171408751430980388e-01,-9.297055129994485911e-01,-3.491785710337066972e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.641920073689241894e+06,-3.790405200374016538e+06,1.520605403251594398e+05,2.544903489203121808e+03,4.026776530431919582e+03,5.991574773742077014e+03,-6.489136543828236126e-02,8.521508929918295561e-01,4.816820515906202749e-01,1.939339254494528153e-01,1.435373895936880584e-01,2.542429906974085982e-02,-1.958121313131775017e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.677698292220977957e-06,-4.126639708042919217e-06,-2.369313594589270798e-05,-1.129142432907771776e-01,-9.524440891208907356e-01,-2.830205483012635526e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.643191629361618310e+06,-3.788391210253519472e+06,1.550563033311760228e+05,2.541319065873225099e+03,4.029183738188875395e+03,5.991476932242746443e+03,-9.839369422223098738e-02,8.476007172282238322e-01,4.885844505167696306e-01,1.821453809590820039e-01,1.434104871938666204e-01,2.678761406843342685e-02,-4.546630282298023788e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.989936209777598415e-06,-5.828686489631428544e-06,-2.324447585896443198e-05,-1.080975910483185226e-01,-9.705114994208644541e-01,-2.154584421678944206e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.644461392620782368e+06,-3.786376016849256586e+06,1.580520169393233082e+05,2.537733836545146005e+03,4.031589665370230705e+03,5.991377182270538469e+03,-1.317877674362662455e-01,8.415468998726503003e-01,4.953392421797911394e-01,1.704987824755543890e-01,1.432165437165156818e-01,2.827149273859250189e-02,-7.106108763854539385e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.323089554852056952e-06,-7.482023931543094859e-06,-2.266458958403428549e-05,-1.027577895543273501e-01,-9.838056724384107721e-01,-1.468578753894898281e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.645729363064019009e+06,-3.784359620801706333e+06,1.610476801953734830e+05,2.534147802360811056e+03,4.033994311212305092e+03,5.991275523860071189e+03,-1.650404973006038833e-01,8.339966805579418496e-01,5.019070742432711896e-01,1.590611828626431468e-01,1.429528140038096862e-01,2.987337611820986907e-02,-9.633011247647763758e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.679848706460253995e-06,-9.075738178037288495e-06,-2.195670455801621221e-05,-9.699248227468705574e-02,-9.922560362264428724e-01,-7.759134587299514052e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.646995540289189667e+06,-3.782342022751727607e+06,1.640432921451162256e+05,2.530560964462540596e+03,4.036397674952103444e+03,5.991171957046934949e+03,-1.981182631087609336e-01,8.249617704981857536e-01,5.082455228298937699e-01,1.478976658457951954e-01,1.426164460582264037e-01,3.159040234106642864e-02,-1.212366066931936173e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.062152371934617627e-06,-1.059919053985652964e-05,-2.112485275662127760e-05,-9.092886401524463702e-02,-9.958249700888717193e-01,-8.035585628637376132e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.648259923894720152e+06,-3.780323223340563942e+06,1.670388518343593460e+05,2.526973323992929181e+03,4.038799755827094032e+03,5.991066481867401308e+03,-2.309868640614481661e-01,8.144584373600951555e-01,5.143093094213124772e-01,1.370709914116863826e-01,1.422045123832597624e-01,3.341939177145891032e-02,-1.457424387561338450e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.471110087059125382e-06,-1.204210192455307786e-05,-2.017383774927396890e-05,-8.472189725252345094e-02,-9.945091357435351664e-01,6.143109187194756293e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.649522513479611836e+06,-3.778303223209837452e+06,1.700343583089287276e+05,2.523384882094850582e+03,4.041200553075210337e+03,5.990959098358425763e+03,-2.636114842567014449e-01,8.025075767038539754e-01,5.200505462850569804e-01,1.266412413453874841e-01,1.417140443499228242e-01,3.535683307472110848e-02,-1.698081007849735341e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.906937669766809150e-06,-1.339464119776536191e-05,-1.910919546592684706e-05,-7.855197395211759026e-02,-9.883406447391611671e-01,1.304314277496221586e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.650783308643434197e+06,-3.776282023001552559e+06,1.730298106146691425e+05,2.519795639911453691e+03,4.043600065934848772e+03,5.990849806557637748e+03,-2.959566711313181275e-01,7.891347672827531134e-01,5.254190106703389151e-01,1.166654666328747064e-01,1.411420694381007312e-01,3.739887072462176609e-02,-1.933927251282719154e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.368907211624565034e-06,-1.464751673410072310e-05,-1.793714919434185245e-05,-7.262204052367073059e-02,-9.773880153283807104e-01,1.985918093039777677e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.652042308986331336e+06,-3.774259623358093668e+06,1.760252077974441345e+05,2.516205598586163433e+03,4.045998293644870046e+03,5.990738606503347910e+03,-3.279863285479460155e-01,7.743703073436137840e-01,5.303624477097794720e-01,1.071973388171911373e-01,1.404856511377110539e-01,3.954129446727822073e-02,-2.164541348256196832e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.855313053255484752e-06,-1.579207017658616817e-05,-1.666455940027591312e-05,-6.715421300447439734e-02,-9.617568695768986542e-01,2.655447900023535923e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.653299514109019190e+06,-3.772236024922225624e+06,1.790205489031367470e+05,2.512614759262676671e+03,4.048395235444597347e+03,5.990625498234538099e+03,-3.596637255898283980e-01,7.582492289735898172e-01,5.348269016008830867e-01,9.828680776075951475e-02,1.397419312240805178e-01,4.177953127021699631e-02,-2.389489294238475101e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.036345500943357554e-05,-1.682037118328327926e-05,-1.529886902965298909e-05,-6.238591985744523782e-02,-9.415903203736450955e-01,3.309315119208158240e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.654554923612784594e+06,-3.770211228337094188e+06,1.820158329776495520e+05,2.509023123084964936e+03,4.050790890573814067e+03,5.990510481790869562e+03,-3.909515219586172097e-01,7.408112875033711076e-01,5.387570742220274544e-01,8.997976862361475869e-02,1.389081740463929959e-01,4.410864028286382021e-02,-2.608326071503067403e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.088963988445695325e-05,-1.772531170675209521e-05,-1.384804500937480988e-05,-5.856562072504084560e-02,-9.170689984523605620e-01,3.944040062507922495e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.655808537099486217e+06,-3.768185234246222768e+06,1.850110590669052326e+05,2.505430691197268516e+03,4.053185258272763349e+03,5.990393557212669293e+03,-4.218118106681372215e-01,7.221009230116401945e-01,5.420967098676902074e-01,8.231774120583167098e-02,1.379818123894294979e-01,4.652331131935098785e-02,-2.820597238953214889e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.142920204761697636e-05,-1.850069813572030101e-05,-1.232051670997111266e-05,-5.594815988111712102e-02,-8.884106717469617553e-01,4.556273496312848725e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.657060354171555489e+06,-3.766158043293518480e+06,1.880062262168466696e+05,2.501837464744097360e+03,4.055578337782140807e+03,5.990274724540927309e+03,-4.522061784880748725e-01,7.021671910896798430e-01,5.447890042739916838e-01,7.533756510926747918e-02,1.369604943895249560e-01,4.901786734458270928e-02,-3.025840888221358049e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.197654352291899912e-05,-1.914133943841066628e-05,-1.072511216691413522e-05,-5.478982429355028910e-02,-8.558694134884529126e-01,5.142816564965287940e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.658310374431993812e+06,-3.764129656123265158e+06,1.910013334734375239e+05,2.498243444870225630e+03,4.057970128343093620e+03,5.990153983817294829e+03,-4.820957843172440360e-01,6.810636602257610361e-01,5.467770355584647968e-01,6.907111443525335015e-02,1.358421309085186823e-01,5.158627139881511586e-02,-3.223589957129119332e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.252519368952795080e-05,-1.964312929380844242e-05,-9.070992876296651316e-06,-5.534318590855334674e-02,-8.197342815281745132e-01,5.700638906832976582e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.659558597484377213e+06,-3.762100073380126618e+06,1.939963798826623824e+05,2.494648632720688965e+03,4.060360629197215530e+03,5.990031335084069724e+03,-5.114414553589926582e-01,6.588482734619064418e-01,5.480042141300535130e-01,6.354503593706727071e-02,1.346249426976685870e-01,5.422213833384827847e-02,-3.413374883852289543e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.306788829482725553e-05,-2.000312009098546671e-05,-7.367587983136130597e-06,-5.785181756299302702e-02,-7.803274794911065904e-01,6.226894827726857651e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.660805022932857275e+06,-3.760069295709145721e+06,1.969913644905271067e+05,2.491053029440781302e+03,4.062749839586537746e+03,5.989906778384193785e+03,-5.402038006358763633e-01,6.355831723639091546e-01,5.484147480519743212e-01,5.878051467513073503e-02,1.333075066204659764e-01,5.691875165511783158e-02,-3.594726576916902616e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.359666705804841929e-05,-2.021958662725058137e-05,-5.624528665589945115e-06,-6.254497946065269709e-02,-7.380019804007706963e-01,6.718937434362720618e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.662049650382153690e+06,-3.758037323755744845e+06,1.999862863430592988e+05,2.487456636175882977e+03,4.065137758753181515e+03,5.989780313760781610e+03,-5.683433410232359151e-01,6.113344818290415983e-01,5.479541197788450058e-01,5.479307126593874894e-02,1.318888001525610199e-01,5.966908566841889333e-02,-3.767179667665036813e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.410298869913965381e-05,-2.029207735208697004e-05,-3.851583485101614114e-06,-6.963237985762664450e-02,-6.931386053513891587e-01,7.174330668758547302e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.663292479437560774e+06,-3.756004158165725414e+06,2.029811444863056240e+05,2.483859454067031947e+03,4.067524385930390508e+03,5.989651941245133457e+03,-5.958206546054228836e-01,5.861720548322671975e-01,5.465695696639204515e-01,5.159239475620326643e-02,1.303682433394349194e-01,6.246583291833900098e-02,-3.930276002290029186e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.457786177711704677e-05,-2.022145109263560452e-05,-2.058595421059500978e-06,-7.929911747256580823e-02,-6.461425632730315449e-01,7.590859226036460461e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.664533509704939090e+06,-3.753969799585272558e+06,2.059759379663289001e+05,2.480261484258106520e+03,4.069909720357036804e+03,5.989521660876142050e+03,-6.225965357704842384e-01,5.601691768735181931e-01,5.442105811699737838e-01,4.918221497733630404e-02,1.287457373975588737e-01,6.530143697176814255e-02,-4.083568324891023726e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.501198927912133342e-05,-2.000989736271835087e-05,-2.554212397273935550e-07,-9.170091473566244211e-02,-5.974394725543223927e-01,7.966536379573345705e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.665772740790727548e+06,-3.751934248660951853e+06,2.089706658292138018e+05,2.476662727895447006e+03,4.072293761276881469e+03,5.989389472699299404e+03,-6.486321661439133912e-01,5.334022306063997965e-01,5.408293622662353473e-01,4.756021802167243601e-02,1.270216991323029343e-01,6.816813071537163038e-02,-4.226624097124247886e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.539592448252286066e-05,-1.966093860236393378e-05,1.548126241772401142e-06,-1.069597501586221494e-01,-5.474709009176271790e-01,8.299609776937991734e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.667010172301933169e+06,-3.749897506039706059e+06,2.119653271210679086e+05,2.473063186125661105e+03,4.074676507934154870e+03,5.989255376760770559e+03,-6.738892950820009053e-01,5.059503219276114683e-01,5.363813171971006932e-01,4.671800806041920967e-02,1.251970903427466475e-01,7.105797938764500665e-02,-4.359029384529392037e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.572023523067268727e-05,-1.917941301784256296e-05,3.342332534806312499e-06,-1.251599934012616044e-01,-4.966894757117870651e-01,8.588565309578464202e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.668245803846140392e+06,-3.747859572368854657e+06,2.149599208880220540e+05,2.469462860095618908e+03,4.077057959573540757e+03,5.989119373107388128e+03,-6.983304271072700020e-01,4.778948696382002148e-01,5.308255026307521218e-01,4.664111819494588113e-02,1.232734414885941765e-01,7.396292802961103308e-02,-4.480392741706543808e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.597567343917940676e-05,-1.857143708819623937e-05,5.117632151071918373e-06,-1.463451395290202017e-01,-4.455536325157875566e-01,8.832129192262860862e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.669479635031507351e+06,-3.745820448296096176e+06,2.179544461762285209e+05,2.465861750947176006e+03,4.079438115429375102e+03,5.988981461772234070e+03,-7.219190134127639880e-01,4.493191616307865566e-01,5.241250621084148076e-01,4.730907243224142383e-02,1.212528689293248946e-01,7.687485279286962458e-02,-4.590349004576498027e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.615334639900875351e-05,-1.784434726403638167e-05,6.864655336751172829e-06,-1.705152278973144364e-01,-3.945220844602101984e-01,9.029268419580280813e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.670711665466756560e+06,-3.743780134469517041e+06,2.209489020318516705e+05,2.462259859819856956e+03,4.081816974731066693e+03,5.988841642781904739e+03,-7.446196443449639712e-01,4.203078814701399213e-01,5.162476327318531455e-01,4.869550008388791318e-02,1.191380850908431988e-01,7.978561535941770810e-02,-4.688562864942417280e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.624488627493822374e-05,-1.700662089943004164e-05,8.574270761561405321e-06,-1.976250178646588584e-01,-3.440481079222906802e-01,9.179189788587471810e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.671941894761187956e+06,-3.741738631537582725e+06,2.239432875010755961e+05,2.458657187860506383e+03,4.084194536722885005e+03,5.988699916182875313e+03,-7.663982396456603396e-01,3.909466098778775489e-01,5.071657183606249619e-01,5.076830322926919464e-02,1.169324015134594608e-01,8.268711970541699208e-02,-4.774732361096738903e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.624261414226070571e-05,-1.606777699560474194e-05,1.023762417970430681e-05,-2.275829766206138305e-01,-2.945737510452460239e-01,9.281337694253101178e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.673170322524669580e+06,-3.739695940149138216e+06,2.269376016301076452e+05,2.455053736216356810e+03,4.086570800649811190e+03,5.988556282022627784e+03,-7.872222331715068577e-01,3.613213062591976721e-01,4.968570239892248219e-01,5.348987713748987183e-02,1.146397242421378498e-01,8.557137028362692133e-02,-4.848592055088388197e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.613969494982361844e-05,-1.503825789007897905e-05,1.184617319764351999e-05,-2.602511156929666059e-01,-2.465240796635996268e-01,9.335390912685882503e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.674396948367647827e+06,-3.737652060953402892e+06,2.299318434651793796e+05,2.451449506034977276e+03,4.088945765757427125e+03,5.988410740349499974e+03,-8.070607488100598470e-01,3.315177762554222807e-01,4.853047463278870599e-01,5.681738244965742896e-02,1.122645414280353665e-01,8.843053060465330684e-02,-4.909915818333603077e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.593027993693136760e-05,-1.392929359191871896e-05,1.339171838736027099e-05,-2.954456927282685386e-01,-2.003015802665000511e-01,9.341258585389103919e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.675621771901140921e+06,-3.735606994599976111e+06,2.329260120525465463e+05,2.447844498464265143e+03,4.091319431291907222e+03,5.988263291212670083e+03,-8.258847644223133999e-01,3.016211317528461056e-01,4.724978163153919497e-01,6.070306707587678346e-02,1.098119032579788212e-01,9.125698117523735331e-02,-4.958519192777990914e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.560963329722618278e-05,-1.275275098971272750e-05,1.486643107547127118e-05,-3.329387731719778976e-01,-1.562808406511057291e-01,9.299075610855747076e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.676844792736740783e+06,-3.733560741738833021e+06,2.359201064384897763e+05,2.444238714652440649e+03,4.093691796500008877e+03,5.988113934662151223e+03,-8.436672608365262116e-01,2.717152501339636927e-01,4.584310900736202066e-01,6.509463488754520244e-02,1.072873944565309601e-01,9.404337573206750234e-02,-4.994261274783545757e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.517424024843699511e-05,-1.152097063798859206e-05,1.626287821070638749e-05,-3.724606250308198363e-01,-1.148036266163992708e-01,9.209197631267197481e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.678066010486612096e+06,-3.731513303020323627e+06,2.389141256693149044e+05,2.440632155748040077e+03,4.096062860629056559e+03,5.987962670748764140e+03,-8.603833531962571390e-01,2.418822397683185743e-01,4.431054856863310132e-01,6.993565744387565675e-02,1.046970997806048048e-01,9.678269472457838585e-02,-5.017046079410720366e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.462189412436326448e-05,-1.024659423803792328e-05,1.757404476206690476e-05,-4.137028982761759566e-01,-7.617446628935152508e-02,9.072195779652378889e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.679285424763498828e+06,-3.729464679095176049e+06,2.419080687913533766e+05,2.437024822899908941e+03,4.098432622926931799e+03,5.987809499524116291e+03,-8.760104023209269730e-01,2.122019187829140008e-01,4.265280641330760347e-01,7.516602422150507612e-02,1.020475630926920840e-01,9.946829504696759472e-02,-5.026823354748528871e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.395176063989046374e-05,-8.942386251814737617e-06,1.879335412556038245e-05,-4.563225208259555910e-01,-4.065684372702058069e-02,8.888851320869317618e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.680503035180713050e+06,-3.727414870614493731e+06,2.449019348509625415e+05,2.433416717257185610e+03,4.100801082642049550e+03,5.987654421040584566e+03,-8.905281041594622637e-01,1.827513140216046883e-01,4.087120537042270296e-01,8.072242614295001284e-02,9.934574074929818088e-02,1.020939550969887782e-01,-5.023588828990768057e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.316441807187028455e-05,-7.621053308257180593e-06,1.991468701785123160e-05,-4.999462250138422270e-01,-8.470089601831319245e-03,8.660150285512056012e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.681718841352148913e+06,-3.725363878229755908e+06,2.478957228945263196e+05,2.429807839969299948e+03,4.103168239023345450e+03,5.987497435351286185e+03,-9.039185558933280351e-01,1.536041868012615885e-01,3.896768182334652275e-01,8.653886664549328978e-02,9.659895017038250264e-02,1.046539143443422082e-01,-5.007383886600737244e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.226187272615071578e-05,-6.295065170069509803e-06,2.093239931077045941e-05,-5.441756034200562198e-01,2.021295988937307775e-02,8.387278157393662781e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.682932842892267741e+06,-3.723311702592817601e+06,2.508894319684552029e+05,2.426198192185959215e+03,4.105534091320251719e+03,5.987338542510049592e+03,-9.161662977589145607e-01,1.248305916086675516e-01,3.694477704776938931e-01,9.254719411422097919e-02,9.381481455866240438e-02,1.071429067207961133e-01,-4.978294683655358488e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.124754970003925041e-05,-4.976481020726461928e-06,2.184133921294328039e-05,-5.885925813573071874e-01,4.526748354475970681e-02,8.071614634660568832e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.684145039416111074e+06,-3.721258344355908688e+06,2.538830611191868084e+05,2.422587775057135786e+03,4.107898638782676244e+03,5.987177742571388990e+03,-9.272583301936770939e-01,9.649647327137596264e-02,3.480562329198985672e-01,9.867764923339858441e-02,9.100120481090341606e-02,1.095561872925703006e-01,-4.936450725812343426e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.012625957576909526e-05,-3.676784706589821967e-06,2.263686413647962857e-05,-6.327651850670470424e-01,6.661734376091744958e-02,7.714728446791275784e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.685355430539293215e+06,-3.719203804171632510e+06,2.568766093931862270e+05,2.418976589733056699e+03,4.110261880660980751e+03,5.987015035590473417e+03,-9.371841064478609873e-01,6.866330739914278114e-02,3.255392491389986209e-01,1.048594206952914859e-01,8.816617970451549879e-02,1.118895518372515774e-01,-4.882022944821802490e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.904142270801120618e-06,-2.406732333193146009e-06,2.331485750135262326e-05,-6.762534808883727822e-01,8.423489300203028385e-02,7.318372171373193069e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.686564015878004953e+06,-3.717148082692970522e+06,2.598700758369462565e+05,2.415364637364195005e+03,4.112623816205962612e+03,5.986850421623096736e+03,-9.459355013264633127e-01,4.138778805557581653e-02,3.019393496568422153e-01,1.110212027448913980e-01,8.531792545109072312e-02,1.141393491163663620e-01,-4.815221320674214350e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.588589803861313955e-06,-1.176215278434599056e-06,2.387174563215427859e-05,-7.186155603623470833e-01,9.813992989866004990e-02,6.884476963172992958e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.687770795049010776e+06,-3.715091180573274381e+06,2.628634594969876925e+05,2.411751919101257045e+03,4.114984444668828473e+03,5.986683900725652165e+03,-9.535067572178016482e-01,1.472156571117482805e-02,2.773042768155279947e-01,1.170917482268533510e-01,8.246469568461638200e-02,1.163024858043624904e-01,-4.736292105975463407e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.188150193575774410e-06,5.858736691190897216e-09,2.430451479621662431e-05,-7.594134502310007084e-01,1.083978372094360210e-01,6.415147079347162107e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.688975767669648863e+06,-3.713033098466272466e+06,2.658567594198597944e+05,2.408138436095171528e+03,4.117343765301175154e+03,5.986515472955097721e+03,-9.598944090109488014e-01,-1.128896242039747512e-02,2.516866737431077694e-01,1.230004111258280464e-01,7.961475289802742716e-02,1.183764241990087895e-01,-4.645514716688256551e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.712415075547993605e-06,1.131664369187097643e-06,2.461072832370157711e-05,-7.982188334968992605e-01,1.151169534822780033e-01,5.912654064561942979e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.690178933357839473e+06,-3.710973837026068941e+06,2.688499746521401685e+05,2.404524189497076350e+03,4.119701777354962360e+03,5.986345138368923472e+03,-9.650971898921317793e-01,-3.660280852023108100e-02,2.251437428233164229e-01,1.286776730371294863e-01,7.677631226078768245e-02,1.203591729914986891e-01,-4.543198358795245972e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.171893894489787219e-06,2.194535554118880573e-06,2.478854364417769338e-05,-8.346184781641273753e-01,1.184452475387655912e-01,5.379430446083269812e-01,0.000000000000000000e+00,0.000000000000000000e+00
